,Unnamed: 0,wals_code,Name,latitude,longitude,genus,family,macroarea,countrycodes,1A Consonant Inventories,2A Vowel Quality Inventories,3A Consonant-Vowel Ratio,4A Voicing in Plosives and Fricatives,5A Voicing and Gaps in Plosive Systems,6A Uvular Consonants,7A Glottalized Consonants,8A Lateral Consonants,9A The Velar Nasal,10A Vowel Nasalization,11A Front Rounded Vowels,12A Syllable Structure,13A Tone,14A Fixed Stress Locations,15A Weight-Sensitive Stress,16A Weight Factors in Weight-Sensitive Stress Systems,17A Rhythm Types,18A Absence of Common Consonants,19A Presence of Uncommon Consonants,20A Fusion of Selected Inflectional Formatives,21A Exponence of Selected Inflectional Formatives,22A Inflectional Synthesis of the Verb,23A Locus of Marking in the Clause,24A Locus of Marking in Possessive Noun Phrases,25A Locus of Marking: Whole-language Typology,26A Prefixing vs. Suffixing in Inflectional Morphology,27A Reduplication,28A Case Syncretism,29A Syncretism in Verbal Person/Number Marking,30A Number of Genders,31A Sex-based and Non-sex-based Gender Systems,32A Systems of Gender Assignment,33A Coding of Nominal Plurality,34A Occurrence of Nominal Plurality,35A Plurality in Independent Personal Pronouns,36A The Associative Plural,37A Definite Articles,38A Indefinite Articles,39A Inclusive/Exclusive Distinction in Independent Pronouns,40A Inclusive/Exclusive Distinction in Verbal Inflection,41A Distance Contrasts in Demonstratives,42A Pronominal and Adnominal Demonstratives,43A Third Person Pronouns and Demonstratives,44A Gender Distinctions in Independent Personal Pronouns,45A Politeness Distinctions in Pronouns,46A Indefinite Pronouns,47A Intensifiers and Reflexive Pronouns,48A Person Marking on Adpositions,49A Number of Cases,50A Asymmetrical Case-Marking,51A Position of Case Affixes,52A Comitatives and Instrumentals,53A Ordinal Numerals,54A Distributive Numerals,55A Numeral Classifiers,56A Conjunctions and Universal Quantifiers,57A Position of Pronominal Possessive Affixes,58A Obligatory Possessive Inflection,59A Possessive Classification,"60A Genitives, Adjectives and Relative Clauses",61A Adjectives without Nouns,62A Action Nominal Constructions,63A Noun Phrase Conjunction,64A Nominal and Verbal Conjunction,65A Perfective/Imperfective Aspect,66A The Past Tense,67A The Future Tense,68A The Perfect,69A Position of Tense-Aspect Affixes,70A The Morphological Imperative,71A The Prohibitive,72A Imperative-Hortative Systems,73A The Optative,74A Situational Possibility,75A Epistemic Possibility,76A Overlap between Situational and Epistemic Modal Marking,77A Semantic Distinctions of Evidentiality,78A Coding of Evidentiality,79A Suppletion According to Tense and Aspect,80A Verbal Number and Suppletion,"81A Order of Subject, Object and Verb",82A Order of Subject and Verb,83A Order of Object and Verb,"84A Order of Object, Oblique, and Verb",85A Order of Adposition and Noun Phrase,86A Order of Genitive and Noun,87A Order of Adjective and Noun,88A Order of Demonstrative and Noun,89A Order of Numeral and Noun,90A Order of Relative Clause and Noun,91A Order of Degree Word and Adjective,92A Position of Polar Question Particles,93A Position of Interrogative Phrases in Content Questions,94A Order of Adverbial Subordinator and Clause,95A Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,96A Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,97A Relationship between the Order of Object and Verb and the Order of Adjective and Noun,98A Alignment of Case Marking of Full Noun Phrases,99A Alignment of Case Marking of Pronouns,100A Alignment of Verbal Person Marking,101A Expression of Pronominal Subjects,102A Verbal Person Marking,103A Third Person Zero of Verbal Person Marking,104A Order of Person Markers on the Verb,105A Ditransitive Constructions: The Verb 'Give',106A Reciprocal Constructions,107A Passive Constructions,108A Antipassive Constructions,109A Applicative Constructions,110A Periphrastic Causative Constructions,111A Nonperiphrastic Causative Constructions,112A Negative Morphemes,113A Symmetric and Asymmetric Standard Negation,114A Subtypes of Asymmetric Standard Negation,115A Negative Indefinite Pronouns and Predicate Negation,116A Polar Questions,117A Predicative Possession,118A Predicative Adjectives,119A Nominal and Locational Predication,120A Zero Copula for Predicate Nominals,121A Comparative Constructions,122A Relativization on Subjects,123A Relativization on Obliques,124A 'Want' Complement Subjects,125A Purpose Clauses,126A 'When' Clauses,127A Reason Clauses,128A Utterance Complement Clauses,129A Hand and Arm,130A Finger and Hand,131A Numeral Bases,132A Number of Non-Derived Basic Colour Categories,133A Number of Basic Colour Categories,134A Green and Blue,135A Red and Yellow,136A M-T Pronouns,137A N-M Pronouns,138A Tea,139A Irregular Negatives in Sign Languages,140A Question Particles in Sign Languages,141A Writing Systems,142A Para-Linguistic Usages of Clicks,143F Postverbal Negative Morphemes,90B Prenominal relative clauses,144Y The Position of Negative Morphemes in Object-Initial Languages,90C Postnominal relative clauses,144P NegSOV Order,144J SVNegO Order,144N Obligatory Double Negation in SOV languages,144S SOVNeg Order,144X Verb-Initial with Clause-Final Negative,"144A Position of Negative Word With Respect to Subject, Object, and Verb",90G Double-headed relative clauses,90E Correlative relative clauses,144V Verb-Initial with Preverbal Negative,144I SNegVO Order,144R SONegV Order,143B Obligatory Double Negation,144M Multiple Negative Constructions in SOV Languages,144U Double negation in verb-initial languages,144G Optional Double Negation in SVO languages,144K SVONeg Order,144B Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,144F Obligatory Double Negation in SVO languages,90D Internally-headed relative clauses,144E Multiple Negative Constructions in SVO Languages,144D The Position of Negative Morphemes in SVO Languages,"81B Languages with two Dominant Orders of Subject, Object, and Verb",143E Preverbal Negative Morphemes,143C Optional Double Negation,90F Adjoined relative clauses,143A Order of Negative Morpheme and Verb,144W Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object,144O Optional Double Negation in SOV languages,144Q SNegOV Order,144L The Position of Negative Morphemes in SOV Languages,144H NegSVO Order,144C Languages with different word order in negative clauses,144T The Position of Negative Morphemes in Verb-Initial Languages,143G Minor morphological means of signaling negation,143D Optional Triple Negation,39B Inclusive/Exclusive Forms in Pama-Nyungan,137B M in Second Person Singular,136B M in First Person Singular,109B Other Roles of Applied Objects,10B Nasal Vowels in West Africa,25B Zero Marking of A and P Arguments,21B Exponence of Tense-Aspect-Mood Inflection,108B Productivity of the Antipassive Construction,130B Cultural Categories of Languages with Identity of 'Finger' and 'Hand',58B Number of Possessive Nouns,79B Suppletion in Imperatives and Hortatives,Climate
1286,1286,lau,Lau,-9.583333332999999,161.5,Oceanic,Austronesian,Papunesia,SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Identical,2 Different,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A
1287,1287,lav,Lavukaleve,-9.083333332999999,159.2,Lavukaleve,Solomons East Papuan,Papunesia,SB,2 Moderately small,2 Average (5-6),3 Average,2 In plosives alone,4 Missing /g/,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",1 Initial velar nasal,2 Contrast absent,1 None,2 Moderately complex,1 No tones,2 Initial,8 Fixed stress (no weight-sensitivity),1 No weight,1 Trochaic,1 All present,1 None,1 Exclusively concatenative,5 No case,3 4-5 categories per word,1 Head marking,1 Head marking,1 Head-marking,3 Weakly suffixing,1 Productive full and partial reduplication,1 No case marking,2 Syncretic,3 Three,2 Sex-based,3 Semantic and formal,2 Plural suffix,"6 All nouns, always obligatory",4 Person-number stem,4 No associative plural,1 Definite word distinct from demonstrative,2 Indefinite word same as 'one',5 Inclusive/exclusive,5 Inclusive/exclusive,3 Three-way contrast,2 Different stem,2 Related for all demonstratives,"2 3rd person only, but also non-singular",1 No politeness distinction,2 Generic-noun-based,1 Identical,4 Pronouns and nouns,1 No morphological case-marking,1 No case-marking,1 Case suffixes,,,,,,1 Possessive prefixes,2 Absent,1 No possessive classification,,,1 Sentential,,1 Identity,2 No grammatical marking,4 No past tense,1 Inflectional future exists,4 No perfect,2 Tense-aspect suffixes,1 Second singular and second plural,4 Special imperative + special negative,4 Neither type of system,2 Inflectional optative absent,1 Affixes on verbs,3 Other,3 No overlap,1 No grammatical evidentials,1 No grammatical evidentials,4 None,1 None,1 SOV,1 SV,1 OV,3 XOV,1 Postpositions,1 Genitive-Noun,2 Noun-Adjective,,2 Noun-Numeral,3 Internally headed,,2 Final,2 Not initial interrogative phrase,5 Mixed,1 OV and Postpositions,5 Other,2 OV and NAdj,1 Neutral,1 Neutral,2 Accusative,2 Subject affixes on verb,5 Both the A and P arguments,2 No zero realization,3 P precedes A,1 Indirect-object construction,,2 Absent,1 Implicit patient,8 No applicative construction,1 Sequential but no purposive,2 Morphological but no compound,5 Variation between negative word and affix,3 Both,5 A/Fin and A/Cat,1 Predicate negation also present,1 Question particle,,,,,,2 Non-reduction,2 Non-reduction,,3 Deranked,2 Balanced/deranked,3 Deranked,,,,1 Decimal,,,,,1 No M-T pronouns,1 No N-M pronouns,,,,,2 Affective meanings,3 VNeg&[V-Neg],,,,4 No NegSOV,,,7 Type 1 / Type 2,,16 More than one position,,,,,8 No SONegV,,5 SOVNeg/SO[V-Neg],,,,4 Immed postverbal,,1 Internally-headed relative clause dominant,,,,4 None,,,10 Type 2 / Type 4,,,4 No SNegOV,15 More than one construction,,,,4 None,,,1 No m in second person singular,1 No m in first person singular,5 No applicative construction,,2 Non-zero marking,1 monoexponential TAM,3 not productive,,1 None reported,5 None (= no suppletive imperatives reported in the reference material),A
1288,1288,laz,Laz,41.5,41.5,Kartvelian,Kartvelian,Eurasia,GE TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5 All nouns, optional in inanimates",,,,,,,,,,,,,,,,,,2 Differentiation,,,,,,,,,,,,1 Identity,,,,,,1 Second singular and second plural,4 Special imperative + special negative,4 Neither type of system,,,,,3 Direct and indirect,3 Part of the tense system,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Secondary-object construction,,,,,,,,,,,,,2 Nonverbal encoding,2 Identical,1 Impossible,1 Locational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C
1289,1289,lbu,Lunda,-10.66666667,24.0,Bantoid,Niger-Congo,Africa,CD,,,,,,,,,,,,,,,,,,,,,,,,,,5 Weakly prefixing,,,,,,,1 Plural prefix,,,,5 No definite or indefinite article,5 No definite or indefinite article,,,,,,,,,,,,,2 Case prefixes,,,,,,2 Possessive suffixes,,,,,,,,,,,,4 Mixed type,,,,,,,,,,,,2 SVO,1 SV,2 VO,1 VOX,2 Prepositions,2 Noun-Genitive,2 Noun-Adjective,6 Mixed,2 Noun-Numeral,1 Noun-Relative clause,,6 No question particle,2 Not initial interrogative phrase,1 Initial subordinator word,4 VO and Prepositions,4 VO and NRel,4 VO and NAdj,,,,2 Subject affixes on verb,,,,2 Double-object construction,,,,,,,6 Double negation,,,,6 Interrogative intonation only,,,,,,,,,,,,,,,,,,,,,,,,,,,1 VNeg,,,1 Noun-Relative clause (NRel) dominant,,7 No SVNegO,,,,18 ObligDoubleNeg,,,,6 Prefix&OnlyWithAnotherNeg,,3 [Neg-V]Neg,,,,3 OnlyWithAnotherNeg,"6 End, not immed postverbal",5 S[Neg-V]ONeg,,,14 ObligNeg,,2 [Neg-V],,,14 ObligDoubleNeg,,,,,4 No NegSVO,,,4 None,,,,,,,,,,,,,A
1290,1290,lch,Lachi,22.66666667,104.83333329999999,Kadai,Tai-Kadai,Eurasia,VN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 No distributive numerals,3 Obligatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C
1291,1291,lcr,Lesser Antillean French Creole,15.0,-61.16666667,Creoles and Pidgins,other,North America,GP TT GY LC DM GD MQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Unique periphrastic associative plural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Words derived from Sinitic cha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A
1292,1292,lda,Luganda,0.5,32.16666667,Bantoid,Niger-Congo,Africa,UG,,,,,,,,,,,,,,,,,,,,,,,,,,6 Strong prefixing,,,,,,,1 Plural prefix,,,1 Associative same as additive plural,,,,,,,,,,,,,,,7 Prepositional clitics,,,,1 Absent,,2 Possessive suffixes,2 Absent,2 Two classes,,,,2 'And' identical to 'with',,2 No grammatical marking,"2 Present, 2-3 remoteness distinctions",1 Inflectional future exists,3 Other perfect,1 Tense-aspect prefixes,,,,,,,,,,,,,1 SV,,,2 Prepositions,2 Noun-Genitive,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,,,2 Not initial interrogative phrase,1 Initial subordinator word,,5 Other,,,,,2 Subject affixes on verb,,,,,,,,,,,1 Negative affix,,,,,4 Conjunctional,3 Mixed,2 Identical,2 Possible,,,,,,,,,,,,,,,,1 No M-T pronouns,1 No N-M pronouns,1 Words derived from Sinitic cha,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,,,,,,,,,,,,,,,,,,,,,,,2 [Neg-V],,,3 [Neg-V],,,,,,,,4 None,,,1 No m in second person singular,1 No m in first person singular,,,,,,,1 None reported,,A
1293,1293,ldn,Ladin,46.58333333,11.91666667,Romance,Indo-European,Eurasia,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Identity,"7 First, second, three-th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C
1294,1294,ldo,Londo,5.0,9.166666667000001,Bantoid,Niger-Congo,Africa,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Plural prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Mixed type,,,,,,,,,,,,2 SVO,1 SV,2 VO,,2 Prepositions,2 Noun-Genitive,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,,,2 Final,,,4 VO and Prepositions,,4 VO and NAdj,,,,2 Subject affixes on verb,,,,,,,,,,,1 Negative affix,,,,1 Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,4 None,,,,,7 No SVNegO,,,,20 MorphNeg,,,,2 Prefix&NoDoubleNeg,,,,,,4 No SVONeg,,,,,5 S[Neg-V]O,,2 [Neg-V],,,3 [Neg-V],,,,,4 No NegSVO,,,4 None,,,,,,,,,,,,,A
1295,1295,ldu,Lendu,2.0,30.5,Lendu,Central Sudanic,Africa,CD,,,,,,,,,,,,,,,,,,,,,,,,,,4 Equal prefixing and suffixing,,,,,,,2 Plural suffix,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,1 Possessive prefixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,7 No dominant order,1 SV,3 No dominant order,6 No dominant order,1 Postpositions,1 Genitive-Noun,1 Adjective-Noun,1 Demonstrative-Noun,1 Numeral-Noun,7 Mixed,,3 Second position,2 Not initial interrogative phrase,2 Final subordinator word,5 Other,5 Other,5 Other,,,,,,,,,,,,,,,2 Negative particle,,,,1 Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,1 VNeg,2 RelN or NRel,,2 NRel or RelN,4 No NegSOV,7 No SVNegO,,1 Word&NoDoubleNeg,,16 More than one position,,,,8 No SNegVO,8 No SONegV,,11 SNegOV/SOVNeg/SVONeg,,,1 NoDoubleNeg,,,,17 SVONeg/SNegOV/SOVNeg,13 More than one construction,1 SOV or SVO,1 NegV,,,6 Type 1 / Type 2,,,1 NoDoubleNeg,15 More than one construction,4 No NegSVO,,,4 None,,,,,,,,,,,,,A
1296,1296,leb,Lebeo,1.75,25.0,Bantoid,Niger-Congo,Africa,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Demonstrative word used as definite article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 SVO,1 SV,2 VO,,2 Prepositions,,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,,,,,,4 VO and Prepositions,,4 VO and NAdj,,,,,,,,,,,,,,,1 Negative affix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 None,,,,,7 No SVNegO,,,,20 MorphNeg,,,,2 Prefix&NoDoubleNeg,,,,,,4 No SVONeg,,,,,5 S[Neg-V]O,,2 [Neg-V],,,3 [Neg-V],,,,,4 No NegSVO,,,4 None,,,,,,,,,,,,,A
1297,1297,lec,Leko,-15.0,-67.91666667,Leko,Leko,South America,BO,,,,,,,,,,,,,,,,,,,,,,,,,,3 Weakly suffixing,,,,,,,2 Plural suffix,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,1 Possessive prefixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,7 No dominant order,1 SV,3 No dominant order,6 No dominant order,,,,1 Demonstrative-Noun,1 Numeral-Noun,,,,,,5 Other,5 Other,5 Other,,,,,,,,,,,,,,,1 Negative affix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 [V-Neg],,,,,,,,,,,,,,,,,,,,,,,,,,4 None,,,4 [V-Neg],,,,,,,,4 None,,,,,,,,,,,,,A
1298,1298,leg,Lega,-2.833333333,27.16666667,Bantoid,Niger-Congo,Africa,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Plural prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Mixed type,,,,,,,,3 Direct and indirect,4 Separate particle,,,2 SVO,1 SV,2 VO,,,,,,,1 Noun-Relative clause,,,,,,4 VO and NRel,,,,,2 Subject affixes on verb,,,,,,,,,,,1 Negative affix,,,,,,,,,,,,,,,,,,,1 Decimal,,,,,,,,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,,7 No SVNegO,,,,20 MorphNeg,,,,2 Prefix&NoDoubleNeg,,,,,,4 No SVONeg,,,,,5 S[Neg-V]O,,2 [Neg-V],,,3 [Neg-V],,,,,4 No NegSVO,,,4 None,,,,,,,,,,,,,A
1299,1299,lel,Lele,9.083333332999999,15.58333333,East Chadic,Afro-Asiatic,Africa,TD,,,,,,,,,,,,,,,,,,,,,,,,,,2 Strongly suffixing,,,,2 Two,2 Sex-based,3 Semantic and formal,2 Plural suffix,"3 Only human nouns, obligatory",,,,1 Indefinite word distinct from 'one',,,,,,1 In 3rd person + 1st and/or 2nd person,,2 Generic-noun-based,,2 No person marking,,,9 No case affixes or adpositional clitics,,,,,,2 Possessive suffixes,,,,,6 Mixed,,2 Differentiation,,,,,4 Mixed type,,,,,,,,,,,,2 SVO,1 SV,2 VO,,2 Prepositions,3 No dominant order,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,,2 Final,2 Not initial interrogative phrase,1 Initial subordinator word,4 VO and Prepositions,4 VO and NRel,4 VO and NAdj,,,2 Accusative,4 Subject pronouns in different position,5 Both the A and P arguments,2 No zero realization,4 Both orders of A and P occur,2 Double-object construction,,2 Absent,,,,,2 Negative particle,,,1 Predicate negation also present,1 Question particle,,,,,,4 Gap,,1 Subject is left implicit,,,,,,,,3 4,1 3-4,5 Yellow/green/blue,3 Yellow/green/blue vs. red,,,,,,,,1 VNeg,,,1 Noun-Relative clause (NRel) dominant,,7 No SVNegO,,,,4 SVONeg,,,,8 No SNegVO,,,,,,1 NoDoubleNeg,"6 End, not immed postverbal",,,,4 SVONeg,,4 None,,,2 VNeg,,,,,4 No NegSVO,,,4 None,,,,,,,,,,,,,A
1300,1300,len,Lenakel,-19.45,169.25,Oceanic,Austronesian,Papunesia,VU,2 Moderately small,2 Average (5-6),2 Moderately low,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,1 No tones,6 Penultimate,8 Fixed stress (no weight-sensitivity),1 No weight,1 Trochaic,1 All present,1 None,,,,,,,5 Weakly prefixing,,,,,,,7 Plural word,,,,"4 No definite, but indefinite article",2 Indefinite word same as 'one',,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,2 Possessive suffixes,,,,,,,,,,,,1 Tense-aspect prefixes,,,,,,,,,,,,2 SVO,1 SV,2 VO,1 VOX,2 Prepositions,2 Noun-Genitive,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,2 Adjective-Degree word,2 Final,2 Not initial interrogative phrase,1 Initial subordinator word,4 VO and Prepositions,4 VO and NRel,4 VO and NAdj,,,,2 Subject affixes on verb,,,,,,,,,,,6 Double negation,,,,1 Question particle,,1 Verbal encoding,1 Different,2 Possible,,,,,,,,,1 Identical,2 Different,,,,,,,,,,,,,1 VNeg,,,1 Noun-Relative clause (NRel) dominant,,5 Word&OnlyWithAnotherNeg,,,,18 ObligDoubleNeg,,,,6 Prefix&OnlyWithAnotherNeg,,3 [Neg-V]Neg,,,,4 No SVONeg,4 Immed postverbal,7 S[Neg-V]NegO,,,14 ObligNeg,,2 [Neg-V],,,14 ObligDoubleNeg,,,,,4 No NegSVO,,,4 None,,,,,,,,,,,,,A
1301,1301,lep,Lepcha,27.16666667,88.5,Lepcha,Sino-Tibetan,Eurasia,IN NP BT,4 Moderately large,3 Large (7-14),3 Average,4 In both plosives and fricatives,2 None missing in /p t k b d g/,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",1 Initial velar nasal,,4 Mid only,3 Complex,,,,,,1 All present,1 None,,,,,,,1 Little affixation,,4 No syncretism,1 No subject person/number marking,1 None,1 No gender,1 No gender,7 Plural word,"6 All nouns, always obligatory",5 Person-number stem + pronominal plural affix,1 Associative same as additive plural,1 Definite word distinct from demonstrative,2 Indefinite word same as 'one',3 No inclusive/exclusive,1 No person marking,,,1 Unrelated,6 No gender distinctions,,,,2 No person marking,2 2 cases,3 Additive-quantitatively asymmetrical,9 No case affixes or adpositional clitics,,,,,,4 No possessive affixes,,,,,,1 'And' different from 'with',2 Differentiation,,,,,2 Tense-aspect suffixes,4 Second person number-neutral,4 Special imperative + special negative,1 Maximal system,2 Inflectional optative absent,2 Verbal constructions,2 Affixes on verbs,3 No overlap,1 No grammatical evidentials,1 No grammatical evidentials,,,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,2 Noun-Adjective,1 Demonstrative-Noun,2 Noun-Numeral,,,2 Final,2 Not initial interrogative phrase,2 Final subordinator word,1 OV and Postpositions,,2 OV and NAdj,2 Nominative - accusative (standard),2 Nominative - accusative (standard),1 Neutral,1 Obligatory pronouns in subject position,1 No person marking,1 No person marking,1 A and P do not or do not both occur on the verb,1 Indirect-object construction,,1 Present,,,2 Purposive but no sequential,2 Morphological but no compound,6 Double negation,,,,1 Question particle,2 Genitive,3 Mixed,1 Different,1 Impossible,,,,1 Subject is left implicit,,,,,,,,,,,,,,,,,,,2 [V-Neg],,,,4 No NegSOV,,6 SO[Neg-V-Neg],6 Suffix&OnlyWithAnotherNeg,,18 ObligDoubleNeg,,,,,6 Prefix&OnlyWithAnotherNeg,4 [Neg-V-Neg],,,,,,,,,,,2 [Neg-V],,,14 ObligDoubleNeg,,,4 No SNegOV,16 ObligDoubleNeg,,,,4 None,,,,,,,,,,,,,C
1302,1302,les,Lese,2.0,29.0,Mangbutu-Efe,Central Sudanic,Africa,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Plural suffix,,,,,,,,,,,,,,,,,,,2 Differentiation,"6 First, two-th, three-th",,,,,,,,,,,,,,,,1 Tense-aspect prefixes,,,,,,,,,,,,7 No dominant order,1 SV,3 No dominant order,6 No dominant order,,3 No dominant order,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,,,,,,5 Other,5 Other,5 Other,,,,,,,,,,,,,,,1 Negative affix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 None,,,,,,,,,,,,,,,,,,,,,,,,,,2 [Neg-V],,,3 [Neg-V],,,,,,,,4 None,,,,,,,,,,,,,A
1303,1303,let,Leti,-8.2,127.66666670000001,Central Malayo-Polynesian,Austronesian,Papunesia,ID,,,,,,,,,,,,,,1 No fixed stress,3 Right-edge: Ultimate or penultimate,2 Long vowel,1 Trochaic,,,,,,,,,,,,,,,,8 Plural clitic,,,,,,,,,,,,,,,,,,,,,,1 Absent,,,,,,,,,,,,,,,,,,,,,,,,,,2 SVO,1 SV,2 VO,,2 Prepositions,1 Genitive-Noun,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,2 Adjective-Degree word,,,,4 VO and Prepositions,4 VO and NRel,4 VO and NAdj,,,,2 Subject affixes on verb,,,,,,,,,1 Sequential but no purposive,2 Morphological but no compound,1 Negative affix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,,7 No SVNegO,,,,20 MorphNeg,,,,2 Prefix&NoDoubleNeg,,,,,,4 No SVONeg,,,,,5 S[Neg-V]O,,2 [Neg-V],,,3 [Neg-V],,,,,4 No NegSVO,,,4 None,,,,,,,,,,,,,A
1304,1304,lew,Lewo,-16.75,168.33333330000005,Oceanic,Austronesian,Papunesia,VU,,,,,,,,,,,,,,,,,,,,,,,,,,5 Weakly prefixing,,,,,,,7 Plural word,,,,"4 No definite, but indefinite article",2 Indefinite word same as 'one',,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,2 Possessive suffixes,,,,,,,,,,,,1 Tense-aspect prefixes,,1 Normal imperative + normal negative,,,,,,,,,,2 SVO,1 SV,2 VO,1 VOX,2 Prepositions,2 Noun-Genitive,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,,2 Final,2 Not initial interrogative phrase,,4 VO and Prepositions,4 VO and NRel,4 VO and NAdj,,,,,,,,,,,,,,,,2 Asymmetric,1 A/Fin,,1 Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,1 VNeg,,,1 Noun-Relative clause (NRel) dominant,,3 Word&OptDoubleNeg,,,,19 OptDoubleNeg,,,,8 No SNegVO,,,,,6 SVNegO(Neg),3 OnlyWithAnotherNeg,4 Immed postverbal,,,,15 OptNeg,,4 None,9 V(Neg)Neg,,15 OptDoubleNeg,,,,,4 No NegSVO,,,4 None,,,,,,,,,,,,,A
